,address,name,order,page_link,rank,tel
0,深圳福田区福华路1号,"
        深圳市中医院
      ",64,https://www.guahao.com/hospital/98674a8b-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-88359666
1,深圳市龙华新区龙观东路101号,"
        深圳市人民医院龙华分院
      ",59,https://www.guahao.com/hospital/986b5993-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-27745118
2,深圳市宝安区宝城16区龙井二路118号,"
        深圳市宝安区人民医院
      ",55,https://www.guahao.com/hospital/9867caaa-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-27788311
3,深圳市龙岗区龙岗大道(龙岗段)6082号,"
        深圳市龙岗中心医院
      ",37,https://www.guahao.com/hospital/9869d7a5-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-84806933
4,东莞市城区沙地塘88,"
        东莞市人民医院红楼院区
      ",719,https://www.guahao.com/hospital/8e138a91-2ec1-40be-99c0-7a760086e3d6000,三级甲等,0769-28637333
5,深圳市南山区桃园路89号,"
        深圳市南山区人民医院
      ",30,https://www.guahao.com/hospital/986bd4cf-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-26553111
6,深圳市宝安区裕安二路25号,"
        深圳市宝安区中医院(集团)
      ",29,https://www.guahao.com/hospital/9a9a16cd-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-29629333
7,红荔院区(二门诊部)：福田区红荔路2004号。福强...,"
        深圳市妇幼保健院
      ",21,https://www.guahao.com/hospital/98675cd5-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-82889999
8,罗湖区红岭南路金塘街40号,"
        深圳平乐骨伤科医院
      ",18,https://www.guahao.com/hospital/986b585e-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-82364291
9,深圳市罗湖区深南东路3046号,"
        深圳市人民医院一门诊
      ",11,https://www.guahao.com/hospital/f4323005-074c-48e8-8dbb-38df14475d69000,三级甲等,0755-82197733
0,深圳市福田区景田北三街6001号,"
        广州中医药大学深圳医院
      ",8,https://www.guahao.com/hospital/9a91133b-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-83548611
1,深圳市东门北路1021号,"
        深圳市孙逸仙心血管医院
      ",8,https://www.guahao.com/hospital/9a98d997-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0755-25509566
2,深圳市罗湖区解放路3015号(在一楼挂号窗或三楼收...,"
        深圳市中医院一门诊
      ",6,https://www.guahao.com/hospital/bbe4df4f-5ef0-4f6d-b7f5-c47642ba638d000,三级甲等,0755-25578220
3,深圳市福田区海园一路(侨城东路与白石路交汇处),"
        香港大学深圳医院
      ",37,https://www.guahao.com/hospital/c62357f3-6f0c-4862-b725-f62214685f97000,三级乙等,0755-86913399
4,深圳市布澜路29号,"
        深圳市第三人民医院
      ",26,https://www.guahao.com/hospital/9867ce50-c720-11e1-913c-5cf9dd2e7135000,三级乙等,0755-61222333
5,深圳市龙岗区体育新城大运路1号,"
        北京中医药大学深圳医院
      ",7,https://www.guahao.com/hospital/88dbda44-e1e5-4eed-b262-9c99094c7367000,三级乙等,0755-89911830
6,深圳市福田区泽田路18号,"
        深圳市眼科医院
      ",28,https://www.guahao.com/hospital/9a998176-c720-11e1-913c-5cf9dd2e7135000,三级丙等,0755-23959600
7,东区:深圳市南山区蛇口湾厦路1号;西区:深圳市蛇口...,"
        深圳市南山区蛇口人民医院
      ",13,https://www.guahao.com/hospital/986b2106-c720-11e1-913c-5cf9dd2e7135000,三级丙等,0755-21606999
8,深圳市龙华新区龙华街道建设东路,"
        深圳市龙华区人民医院
      ",10,https://www.guahao.com/hospital/02a29335-dca2-48ee-ac08-9234ef824784000,三级丙等,0755-27741585-8500
9,深圳市深南中路3025号,"
        深圳市第四人民医院
      ",8,https://www.guahao.com/hospital/9867e857-c720-11e1-913c-5cf9dd2e7135000,三级丙等,"0755-83982222,0755-839813..."
0,深圳市龙岗区中心城爱心路53号,"
        深圳市龙岗区人民医院
      ",6,https://www.guahao.com/hospital/986957b0-c720-11e1-913c-5cf9dd2e7135000,三级丙等,0755-28932833
1,观澜大道西,"
        深圳市龙华新区中心医院
      ",5,https://www.guahao.com/hospital/fa41ab5e-41fb-4f42-9279-0bb2d95d9ab3000,三级丙等,0755-28015466
2,龙岗大道3004号(三号线地铁吉祥站A出口),"
        深圳市龙岗区耳鼻咽喉医院
      ",3,https://www.guahao.com/hospital/ce9c4e47-b087-41c8-9898-1e5ccd927ff9000,三级丙等,0755-28989999
3,广东省深圳市沙井大街3号,"
        深圳市宝安区沙井人民医院
      ",36,https://www.guahao.com/hospital/9a91016b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-27201982
4,深圳市宝安区石岩街道吉祥路11号,"
        深圳市宝安区石岩人民医院
      ",27,https://www.guahao.com/hospital/19b65475-88c9-4bfe-8eff-ccd4ed9f127b000,二级甲等,0755-27767861
5,深圳市龙岗区横岗镇松柏路278号,"
        深圳市龙岗区第三人民医院
      ",27,https://www.guahao.com/hospital/75bbf1b6-6a32-40b5-8ce1-b89019127e15000,二级甲等,28865650—3786
6,深圳市罗湖区友谊路47号,"
        深圳市罗湖区人民医院
      ",27,https://www.guahao.com/hospital/9867e2b5-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-82203083
7,深圳市宝安区宝城30区裕安二路21号,"
        深圳市宝安区妇幼保健院
      ",21,https://www.guahao.com/hospital/98685546-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-27803309
8,深圳市宝安区福永街道德丰路81号,"
        深圳市宝安区福永人民医院
      ",16,https://www.guahao.com/hospital/9a99881c-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-27382097
9,深圳市宝安区松岗镇沙江路2号,"
        深圳市宝安区松岗人民医院
      ",11,https://www.guahao.com/hospital/986b58f8-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-27718530
0,深圳市坪山新区人民街19号,"
        深圳市坪山区人民医院
      ",10,https://www.guahao.com/hospital/f0175c31-8407-46ff-b869-d6f37288ca9f000,二级甲等,0755-89263702
1,深圳市南山区西丽留仙大道2051号,"
        深圳市南山区西丽人民医院
      ",9,https://www.guahao.com/hospital/25e74836-1225-4705-bd7c-91b5f4e238aa000,二级甲等,0755-26528903
2,深圳市龙岗区布吉镇吉华路175号,"
        深圳市龙岗区第二人民医院
      ",10,https://www.guahao.com/hospital/b6011958-ed0d-448e-92b7-71b4348aedaf000,二级甲等,0755-61215911
3,深圳市宝安区西乡街道乐园街60号(广深公路旁),"
        深圳市宝安区中心医院
      ",8,https://www.guahao.com/hospital/986bbd08-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-27956811
4,深圳市福田区金田路2002号,"
        深圳市福田区妇幼保健院
      ",7,https://www.guahao.com/hospital/986908ef-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-83836163
5,广东省东莞市南城区西平宏伟东二路,"
        广东医学院附属生殖医学中心
      ",113,https://www.guahao.com/hospital/7f2420d5-0eba-4641-8f4e-6b7d80897486000,二级甲等,0769-21680777
6,广东省深圳市龙岗区中心城11区,"
        深圳市龙岗区妇幼保健院
      ",5,https://www.guahao.com/hospital/9a912d15-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-28933063
7,广东省深圳市太白路2013号,"
        深圳市罗湖区妇幼保健院
      ",2,https://www.guahao.com/hospital/9a911135-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-25510706
8,广东省深圳市乐园路83号,"
        深圳市罗湖区中医院
      ",2,https://www.guahao.com/hospital/9a98ed9d-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-82238541
9,蛇口湾厦路1号(湾厦路与蛇口新街交界处),"
        深圳市南山区妇幼保健院
      ",3,https://www.guahao.com/hospital/042cc4cf-83bd-4b3c-8993-139d782288cb000,二级甲等,0755-87850088
0,平湖街道双拥街77号,"
        深圳市龙岗区第五人民医院
      ",0,https://www.guahao.com/hospital/2227f106-3166-48eb-a7fb-56fe30b40966000,二级甲等,0755-28932833
1,深圳市坪山新区深汕路坑梓段252号,"
        深圳平乐骨伤科医院坪山院区
      ",0,https://www.guahao.com/hospital/619228a7-91c0-423d-aaa0-e94db8ecf319000,二级甲等,0755-84531320
2,深圳盐田区梧桐路2023号,"
        深圳市盐田区人民医院
      ",0,https://www.guahao.com/hospital/986a4cdf-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-25215636
3,深圳市罗湖区翠竹路1080号,"
        深圳市康宁医院
      ",0,https://www.guahao.com/hospital/986a69c6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-25629459
4,深圳市罗湖区桂园北路果园东70号,"
        深圳市职业病防治院
      ",0,https://www.guahao.com/hospital/9a9983a4-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-61385522
5,深南大道农林路1号,"
        福田医院香蜜湖分院
      ",0,https://www.guahao.com/hospital/9a9caf99-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0755-83703231
6,深圳市龙岗区龙岗街道杨梅岗新生西路243号,"
        深圳市龙岗区骨科医院
      ",0,https://www.guahao.com/hospital/acc12a6d-9432-4027-98bf-1300a72bf25e000,二级甲等,0755-84865696
7,广东省广州市中山二路58号,"
        中山大学附属第一医院
      ",0,https://www.guahao.com/hospital/986ca741-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-87330808
8,观澜街道观澜大道118号,"
        深圳市龙华新区慢性病防治中心
      ",0,https://www.guahao.com/hospital/f3fd4571-711a-4524-8a2b-d158d0a63c2b000,二级乙等,0755-28024008
9,深圳市坪山新区坑梓办事处龙兴南路6号,"
        深圳市坪山新区妇幼保健院
      ",1,https://www.guahao.com/hospital/57d69d7c-3626-4295-905d-2c957fafa627000,二级乙等,0755-66832333
0,光明新区光明镇华夏路39号,"
        深圳市光明新区中心医院
      ",6,https://www.guahao.com/hospital/be011c30-89ee-437d-9280-b5aa0f560589000,二级丙等,0755-27400061
1,南澳街道人民路6号,"
        深圳市大鹏新区南澳人民医院
      ",0,https://www.guahao.com/hospital/5116524f-c5bf-4ead-9a80-f5200314e9f1000,二级甲等,0754-86802348
2,广东省深圳市福田区上梅林中康路27号,"
        深圳市福田区第二人民医院
      ",1,https://www.guahao.com/hospital/9a9131f1-c720-11e1-913c-5cf9dd2e7135000,二级丙等,0755-83110237
3,天文巷32号（院本部）,"
        高州市妇幼保健院
      ",1,https://www.guahao.com/hospital/8bed1da5-7960-4391-815e-6224fd29e71f000,二级甲等,0668-6681906
4,广东省广州市中山二路106号(中山二路和东川路交界...,"
        广东省人民医院
      ",854,https://www.guahao.com/hospital/36320406-2610-4bda-a421-df1cf83eb23a000,三级甲等,020-83827812
5,深圳市大鹏新区葵涌街道葵新北路26号,"
        深圳市大鹏新区葵涌人民医院
      ",1,https://www.guahao.com/hospital/db99e6b2-4175-454a-8105-d947163b6548000,一级甲等,0755-84204067
6,广东省深圳市盐田区沙头角东和路9号,"
        深圳市盐田区妇幼保健院
      ",0,https://www.guahao.com/hospital/1843f3c2-7730-4d4b-abaf-5821283a9584000,一级甲等,0755-25355272
7,深圳市南山区华侨城,"
        深圳华侨城医院
      ",0,https://www.guahao.com/hospital/2e5a9696-9f30-407e-adc9-4b50dd348272000,一级甲等,0755-26600223
8,龙岗大道3076号,"
        深圳市龙岗区第六人民医院
      ",0,https://www.guahao.com/hospital/2fbacd46-6cd1-46ff-8fca-f9ceeb5b8a8c000,一级甲等,0755-28332581
9,广东省深圳市福田区新沙路9号,"
        深圳市福田区慢性病防治院
      ",0,https://www.guahao.com/hospital/9a9a38c7-c720-11e1-913c-5cf9dd2e7135000,一级甲等,0755-83898120
0,广东省广州市东风东路651号,"
        中山大学附属肿瘤医院
      ",0,https://www.guahao.com/hospital/986cab7f-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-87343571
1,广东省广州市沿江西路107号,"
        中山大学孙逸仙纪念医院
      ",0,https://www.guahao.com/hospital/986c8e35-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81332199
2,广东省广州市先烈南路54号,"
        中山大学中山眼科中心
      ",0,https://www.guahao.com/hospital/986caa11-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-87330000
3,儿童医院院区广州市人民中路318号珠江新城院区广州...,"
        广州市儿童医院
      ",0,https://www.guahao.com/hospital/986cb09c-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81886332
4,广东省广州市越秀区人民中路398-402号,"
        广州市妇婴医院
      ",0,https://www.guahao.com/hospital/986cb524-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81886332
5,广东省广州市金穗路9号,"
        广州市妇女儿童医疗中心珠江新城院区
      ",0,https://www.guahao.com/hospital/9aa273c6-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81886332
6,广东省广州市广州大道北梅花园白灰场路15号,"
        广州军区广州总医院157分院
      ",12,https://www.guahao.com/hospital/9a997bcb-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-87247217
7,广东省广州市番禺区桥南街富愉东路8号,"
        广州市番禺区中心医院
      ",0,https://www.guahao.com/hospital/0b28fe5e-2c18-4b57-a52d-640b2cdc074c000,三级甲等,020-34858891
8,广东省广州市越秀区麓湖路横枝岗78号,"
        广州医科大学附属肿瘤医院
      ",0,https://www.guahao.com/hospital/8bfc3f11-6e7c-4b1e-ae36-97e79567a936000,三级甲等,020-66673666
9,广东省广州市黄埔区黄埔东路183号,"
        中山大学附属第一医院黄埔院区
      ",0,https://www.guahao.com/hospital/9867366d-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-82377155
0,广州市越秀区横枝岗路62号,"
        广州市胸科医院
      ",0,https://www.guahao.com/hospital/9867cb2c-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-83595977
1,广州市恒福路60号,"
        广东省第二中医院
      ",0,https://www.guahao.com/hospital/9867dfce-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-83482172
2,农林门诊广东省广州东山农林下路19路共和门诊广东省...,"
        广东药学院附属第一医院
      ",0,https://www.guahao.com/hospital/986844e7-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-61321847
3,骨伤科医院:广州江南西路青竹大街22号;芳村分院:...,"
        广州中医药大学第三附属医院
      ",0,https://www.guahao.com/hospital/9868eaef-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-84433651
4,广东省广州市天河区中山大道西183号,"
        南方医科大学第三附属医院
      ",0,https://www.guahao.com/hospital/986bbac2-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-62784188
5,广东省广州市天河区员村二横路19号,"
        中山大学附属第六医院
      ",0,https://www.guahao.com/hospital/986c18f9-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-38254000
6,广东省广州市越秀区广园西路13号,"
        广东省妇幼保健院
      ",0,https://www.guahao.com/hospital/986c858d-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-61118777
7,广东省广州市麓湖路横枝岗78号,"
        广州医学院附属肿瘤医院
      ",0,https://www.guahao.com/hospital/986c89cd-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-66673666
8,广东省广州市海珠区昌岗东路250号,"
        广州医学院第二附属医院
      ",0,https://www.guahao.com/hospital/986c8bfb-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-34153386
9,广东省广州市珠玑路16号,"
        广州市中医院
      ",0,https://www.guahao.com/hospital/986c8fb5-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81226069
0,广东省广州市江南大道南366号,"
        广东省口腔医院
      ",0,https://www.guahao.com/hospital/986caf22-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-84427034
1,广东省广州市芳村明心路36号,"
        广州市脑科医院
      ",0,https://www.guahao.com/hospital/986cb15b-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81891425
2,广东省广州市盘福路1号,"
        广州市第一人民医院
      ",0,https://www.guahao.com/hospital/986cb460-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-81048888
3,广东省广州市天河区燕岭路268号,"
        武警广东总队医院
      ",0,https://www.guahao.com/hospital/986cec72-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-61627499
4,广东省广州市海珠区同福中路396号,"
        广州市红十字会医院
      ",0,https://www.guahao.com/hospital/986d1866-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-84412233
5,广东省广州市农林下路19号广东药学院附属第一医院住...,"
        广东药学院附属第一医院激光整形美容中心
      ",0,https://www.guahao.com/hospital/9a98bd5d-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-61321777
6,广东省广州市番禺区市广路8号祈福医院,"
        广州中医药大学祈福医院
      ",0,https://www.guahao.com/hospital/9a9982e9-c720-11e1-913c-5cf9dd2e7135000,三级甲等,020-84518999
7,广州市荔湾区芳村明心路36号,"
        广州市惠爱医院
      ",0,https://www.guahao.com/hospital/b2a83ce5-38b8-438d-94a0-80c4ed43e23a000,三级甲等,020-81891425
8,广东省惠州市惠城区鹅岭南路20号,"
        中国人民解放军第173医院
      ",251,https://www.guahao.com/hospital/685dbb14-b7e1-42b2-bca0-86aab0a3ba88000,三级甲等,0752-2269615
9,深圳市罗湖区迎春路15号,"
        深圳市中医院三门诊
      ",0,https://www.guahao.com/hospital/62f64fcb-8986-4569-8e04-73c80d5b3b44000,三级甲等,0755-82221786
0,新湖路1333号,"
        南方医科大学深圳医院
      ",0,https://www.guahao.com/hospital/86484bde-21d4-4ad2-a72b-27119250a840000,三级甲等,0755-23329999
1,广东省东莞市石龙镇黄洲区祥龙路1号,"
        东莞市第三人民医院
      ",0,https://www.guahao.com/hospital/986723a0-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0769-81368222
2,佛山市南海区桂城桂平西路12号,"
        佛山市南海区妇幼保健院
      ",0,https://www.guahao.com/hospital/98673ab7-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-86281123
3,广东省东莞市东城区主山社区振兴路99号,"
        东莞市妇幼保健院
      ",0,https://www.guahao.com/hospital/98675961-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0769-22218045
4,广东省佛山市禅城区人民西路11号,"
        佛山市妇幼保健院
      ",0,https://www.guahao.com/hospital/9867cdc8-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-82969789
5,广东省东莞市虎门镇虎门大道港口路段,"
        东莞市太平人民医院
      ",0,https://www.guahao.com/hospital/98690a0a-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0769-85010257
6,广东省佛山市禅城区石湾三友南路3号,"
        佛山市禅城区中心医院
      ",0,https://www.guahao.com/hospital/9869baab-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-82278866
7,广东省佛山市南海区桂城南五路16号,"
        广东省中西医结合医院
      ",0,https://www.guahao.com/hospital/986bcdfa-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-86224289
8,广东省佛山市南海区佛平路40号,"
        佛山市南海区人民医院
      ",0,https://www.guahao.com/hospital/986c13ae-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-86332927
9,广东省东莞市城区东门路61号,"
        东莞市中医院
      ",0,https://www.guahao.com/hospital/986c15a2-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0769-26385588
0,广东省佛山市亲仁路6号,"
        佛山市中医院
      ",0,https://www.guahao.com/hospital/986c1b05-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-83063333
1,广东省佛山市禅城区岭南大道北81号,"
        佛山市第一人民医院
      ",0,https://www.guahao.com/hospital/986c9766-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-83833633
2,广东省佛山市南海区平洲永安中路58号,"
        广东省人民医院平洲分院
      ",0,https://www.guahao.com/hospital/9aa1bee0-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0757-86786098
3,东莞市南城建设路9号,"
        东莞国境口岸医院
      ",0,https://www.guahao.com/hospital/bdb21045-5185-4ac1-94ed-3d82ee32b982000,三级甲等,0769-21995099
4,广东省汕头市东厦北路（珠厦小区）,"
        汕头大学医学院第二附属医院
      ",0,https://www.guahao.com/hospital/FF0153A8F02D2010E0430F01A8C07495000,三级甲等,0754-88915666
5,广东省珠海市香洲区梅华东路52号,"
        中山大学附属第五医院
      ",0,https://www.guahao.com/hospital/9867e9e3-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0756-2528888
6,广东省中山市东区城桂路6号,"
        中山市博爱医院
      ",0,https://www.guahao.com/hospital/9869d673-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0760-88306123
7,广东省珠海市吉大景乐路53号,"
        广东省中医院珠海医院
      ",0,https://www.guahao.com/hospital/986bcb60-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0756-3325088
8,广东省汕头市外马路114号,"
        汕头市中心医院
      ",0,https://www.guahao.com/hospital/986c1454-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0754-88908890
9,广东省珠海市康宁路79号,"
        珠海市人民医院
      ",0,https://www.guahao.com/hospital/986c14fb-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0756-2222569
0,广东省汕头市长平路57号,"
        汕头大学医学院第一附属医院
      ",0,https://www.guahao.com/hospital/986c17a0-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0754-88258290
1,广东省珠海市香洲区柠溪路543号,"
        珠海市妇幼保健院
      ",0,https://www.guahao.com/hospital/986c184c-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0756-2313088
2,广东省中山市西区康欣路3号,"
        中山市中医院
      ",0,https://www.guahao.com/hospital/986c2525-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0760－88803661
3,广东省中山市孙文中路2号,"
        广东省中山市人民医院
      ",0,https://www.guahao.com/hospital/986c315c-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0760-88823566
4,解放西路14号,"
        湛江市第二中医院
      ",0,https://www.guahao.com/hospital/d74705d4-cfd4-46d6-ad98-ae84b0da065c000,三级甲等,0759-2283540
5,湛江市海滨三路40号,"
        中国人民解放军第422医院
      ",0,https://www.guahao.com/hospital/25266ac2-4ec9-4a18-8d89-efd2fc499914000,三级甲等,0759-3565422
