,address,name,order,page_link,rank,tel
7,安徽省芜湖市九华中路240号,"
        芜湖市中医医院老区
      ",0,https://www.guahao.com/hospital/98686a6d-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0553-3838500
8,湖东北路27号,"
        马鞍山市中心医院
      ",0,https://www.guahao.com/hospital/48942abb-721f-46f8-ba5a-7426140ab4ca000,三级甲等,0555-2882777
9,安徽省安庆市人民路352号,"
        安庆市立医院
      ",0,https://www.guahao.com/hospital/986c2b66-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0556-5223825
0,人民中路186号,"
        淮北市中医院
      ",0,https://www.guahao.com/hospital/edbc6f7c-7cfa-4d5b-9674-e84c746997fe000,三级甲等,0561-3198111
1,安徽省界首市胜利路,"
        界首市妇幼保健院
      ",0,https://www.guahao.com/hospital/1e0114ba-b5c7-4940-a1dd-ba6a0cd2611d000,三级甲等,0558-4999222
2,袁庄街道,"
        淮北矿工总医院袁庄分院
      ",0,https://www.guahao.com/hospital/6ce85ea4-0021-4d34-a3a3-970bee102650000,三级甲等,0561-3068323
3,安徽省阜阳市太和县团结西路59号,"
        太和县中医院
      ",0,https://www.guahao.com/hospital/9866a965-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0558-8519669
4,安徽省淮北市相山区长山北路1号,"
        淮北矿业集团有限责任公司矿工总医院
      ",0,https://www.guahao.com/hospital/9866aa8c-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0561-3068323
5,安徽省六安市皖西西路21号,"
        六安市人民医院
      ",0,https://www.guahao.com/hospital/9866f709-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0564-3312771
6,安徽省淮北市淮海西路66号,"
        淮北市人民医院
      ",0,https://www.guahao.com/hospital/9866f786-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0561-3055152
7,安徽省阜阳市颍州区鹿祠街63号,"
        阜阳市人民医院
      ",0,https://www.guahao.com/hospital/9866f881-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0558-2515111
8,安徽省黄山市屯溪区栗园路4号,"
        黄山市人民医院
      ",0,https://www.guahao.com/hospital/9866fb0e-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0559-2512499
9,安徽省池州市贵池区百牙中路3号,"
        池州市人民医院
      ",0,https://www.guahao.com/hospital/98670dcb-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0566-2816023
0,安徽省亳州市谯城区人民路薛家巷3号,"
        安徽省亳州市人民医院
      ",0,https://www.guahao.com/hospital/9869e802-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0558-5078501
1,安徽省六安市人民路76号,"
        六安市中医院
      ",0,https://www.guahao.com/hospital/986a36a8-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0564－3312276
2,安徽省宿州市汴河中路299号,"
        宿州市立医院
      ",0,https://www.guahao.com/hospital/986ac541-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0557-3023446
3,安徽省铜陵市笔架山路468号,"
        铜陵市人民医院
      ",0,https://www.guahao.com/hospital/986d8196-c720-11e1-913c-5cf9dd2e7135000,三级甲等,0562-2825534
4,长江西路89号,"
        铜陵市立医院
      ",0,https://www.guahao.com/hospital/abc22078-926c-4f12-baf2-2c4105e85370000,三级甲等,0562-2851420
5,长山北路1号,"
        淮北矿业集团矿工总医院
      ",0,https://www.guahao.com/hospital/bd039ecb-6eed-40c4-a580-507a77d6b032000,三级甲等,13856100299
6,鼓楼街忠佑巷,"
        滁州市第一人民医院
      ",0,https://www.guahao.com/hospital/bd1fe92f-fcdd-48ef-a269-ae780af02ec6000,三级甲等,0550-3523000
7,合肥市黄山路316号,"
        安徽省神经卫生防治中心
      ",0,https://www.guahao.com/hospital/98687010-c720-11e1-913c-5cf9dd2e7135000,三级医院,0551-3616124
8,太和县健康路21号,"
        太和县人民医院
      ",0,https://www.guahao.com/hospital/9a7395c5-c720-11e1-913c-5cf9dd2e7135000,三级乙等,0558-8624951
9,马鞍山市华山区佳山路446号,"
        安徽马鞍山市妇幼保健院
      ",148,https://www.guahao.com/hospital/64bf1111-691e-4012-b535-4dd69e2a35e3000,二级甲等,0555-2364038
0,望江东路96号,"
        合肥市包河区望江中路社区卫生服务中心
      ",0,https://www.guahao.com/hospital/dc5e1607-8202-4e1f-9fbf-07fc46021edd000,二级甲等,0551-5246357
1,店埠镇撮镇路20号,"
        肥东县人民医院
      ",0,https://www.guahao.com/hospital/e90c6426-d479-4746-bfa4-6e4c5a66ab44000,二级甲等,0551-7711245
2,长江中路357号,"
        安徽中医药大学神经病学研究所附属医院
      ",0,https://www.guahao.com/hospital/6263947d-a091-47e4-9210-d06fab31368c000,二级甲等,0551-62824669
3,庐江县城关镇文明中路32号,"
        合肥市庐江县人民医院
      ",0,https://www.guahao.com/hospital/752bf218-4d61-4a67-b1cc-9291cf666bbc000,二级甲等,0565-7322352
4,寿春路与寿春五巷交口,"
        逍遥津街道社区服务中心
      ",0,https://www.guahao.com/hospital/78df6ac0-12b9-4185-8732-f9c0a8d64256000,二级甲等,055162653391
5,合肥市长江西路西七里塘十里庙路1号,"
        安徽省红十字会医院
      ",0,https://www.guahao.com/hospital/98671f7f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-65561333
6,淮南市田家庵区淮滨路203号,"
        淮南市第一人民医院
      ",0,https://www.guahao.com/hospital/98677cfe-c720-11e1-913c-5cf9dd2e7135000,三级医院,0554-3320706
7,安徽省安庆市孝肃路42号,"
        安庆市第一人民医院
      ",0,https://www.guahao.com/hospital/98680b41-c720-11e1-913c-5cf9dd2e7135000,三级医院,0556-5542376
8,安徽省蚌埠市燕山路1052号,"
        蚌埠123医院
      ",0,https://www.guahao.com/hospital/98683834-c720-11e1-913c-5cf9dd2e7135000,三级医院,0552-4973500
9,合肥市黄山东路199号,"
        安徽省第二人民医院黄山路院区
      ",0,https://www.guahao.com/hospital/98683b5b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-63672555
0,合肥市望江路204号,"
        合肥市第三人民医院
      ",0,https://www.guahao.com/hospital/986841eb-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-63669024
1,淮南市谢家集区蔡家岗,"
        淮南新华医院
      ",0,https://www.guahao.com/hospital/98686af7-c720-11e1-913c-5cf9dd2e7135000,三级医院,0554-7643120(急诊)
2,合肥市曙光路91号,"
        合肥市第六人民医院
      ",0,https://www.guahao.com/hospital/986a1425-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-63362999
3,巢湖南路5号,"
        肥西县中医院
      ",0,https://www.guahao.com/hospital/b08175fd-ad61-4cf5-b913-a5b28f87bcff000,二级甲等,(0551)68843121
4,湖南西路828号,"
        马鞍山十七冶医院
      ",0,https://www.guahao.com/hospital/c7ec57e7-dee0-4f16-8e4d-59924c6c1171000,三级医院,0555-2320151
5,宣城市环城北路15号,"
        宣城市人民医院
      ",0,https://www.guahao.com/hospital/9869eb91-c720-11e1-913c-5cf9dd2e7135000,三级医院,0563-3033501(院办)
6,惠民南路和318国道交叉口,"
        南陵县医院
      ",0,https://www.guahao.com/hospital/9200516b-8a86-43b7-9975-81bc55ac072f000,二级甲等,0553-6823944
7,芜湖县延安西路63号,"
        芜湖县中医院
      ",0,https://www.guahao.com/hospital/986a6f34-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0553-3838500
8,新城人民路与高界路交汇处,"
        太湖县中医院
      ",0,https://www.guahao.com/hospital/e230cca5-c491-4473-b81a-4c5aa8efcb8b000,二级甲等,0556-4162417
9,合淮路与四里河路交叉口,"
        大杨镇社区卫生服务中心
      ",0,https://www.guahao.com/hospital/f7ad2182-873e-419b-8969-f45d07a6dec4000,二级医院,0551-65713950
0,水湖镇长寿路91号,"
        长丰县人民医院
      ",0,https://www.guahao.com/hospital/17daac8c-76ae-43bb-9a32-348a5327674d000,二级医院,0551-6671097
1,宜民街23号,"
        三孝口街道社区服务中心
      ",0,https://www.guahao.com/hospital/2230d74f-46fc-494a-92a6-547030a6d975000,二级医院,055162673047
2,寿春路与寿春五巷交叉口,"
        逍遥津街道社区卫生服务中心
      ",0,https://www.guahao.com/hospital/2911bd47-2527-4ba6-853a-122cc12ce788000,二级医院,055162620102
3,义井路与合瓦路交口西南150米,"
        双岗街道社区服务中心
      ",0,https://www.guahao.com/hospital/3aa544bc-9d13-47c5-9319-26b4eac88076000,二级医院,055165536657
4,淮南市舜耕中路,"
        淮南新康医院
      ",0,https://www.guahao.com/hospital/3db3e54a-e0bc-49d6-93cb-3d8deb5cf6ba000,二级甲等,0554-2695121
5,凤阜路,"
        凤台县中医院
      ",0,https://www.guahao.com/hospital/43daa863-002a-46fe-ab97-ffe381182248000,二级甲等,0554-8612923
6,南二环东流路176号,"
        江淮汽车集团医院
      ",0,https://www.guahao.com/hospital/4ed6fe27-03f9-4f09-8f3e-1e8f78e4232a000,二级医院,0551-2296915
7,城关镇南大街118号,"
        蚌埠市怀远县人民医院
      ",0,https://www.guahao.com/hospital/55045f81-d4ee-439c-bd7f-b8c2748290fc000,二级甲等,13965256626
8,城关禹王路129号,"
        安徽省怀远县第二人民医院
      ",0,https://www.guahao.com/hospital/75248545-26c2-48c2-b448-10d14533cc39000,二级甲等,0552-8958108
9,安庆市关岳庙街79号,"
        安庆市第二人民医院
      ",0,https://www.guahao.com/hospital/9866fa8a-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5212971
0,安徽省淮南市谢家集卧龙山路(蔡家岗长途汽车站对面),"
        淮南市第四人民医院
      ",0,https://www.guahao.com/hospital/98677a60-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0554-5677975
1,合肥市铜陵北路346号(交警一大队斜对面),"
        安徽省中医药临床研究中心附属医院
      ",0,https://www.guahao.com/hospital/98683972-c720-11e1-913c-5cf9dd2e7135000,二级医院,0551-2115687(门诊)
2,合肥市郊区七里塘镇张洼路90号,"
        合肥中铁四局集团第四医院
      ",0,https://www.guahao.com/hospital/986842e5-c720-11e1-913c-5cf9dd2e7135000,二级医院,0551-4214248
3,淮南市八公山区土坝孜,"
        淮南市第二人民医院
      ",0,https://www.guahao.com/hospital/98684363-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0554-5617248
4,合肥市长江中路265号(长江路与六安路交口),"
        合肥市口腔医院
      ",0,https://www.guahao.com/hospital/98684569-c720-11e1-913c-5cf9dd2e7135000,二级医院,"0551-2635920(咨询台),0551-26..."
5,安徽淮南市洞山老龙眼,"
        淮南市东方集团广济医院
      ",0,https://www.guahao.com/hospital/986847df-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0554-5726271
6,安庆市双井街150号,"
        安庆市海军医院
      ",0,https://www.guahao.com/hospital/98685c06-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5593120
7,安徽省合肥市梅山路69号,"
        安徽省口腔医院
      ",0,https://www.guahao.com/hospital/98686814-c720-11e1-913c-5cf9dd2e7135000,二级医院,0551-5118677(总机)
8,安庆市龙山路65号,"
        安庆市中医院
      ",0,https://www.guahao.com/hospital/986870a6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5197120
9,淮南市大通区九龙岗,"
        淮南东方医院集团肿瘤医院
      ",0,https://www.guahao.com/hospital/986871d2-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0554-2211143
0,淮南市洞山老龙眼,"
        淮南东方医院集团总医院
      ",0,https://www.guahao.com/hospital/98687268-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0554-6895242
1,安庆市石化一路11号,"
        安庆市石化医院
      ",0,https://www.guahao.com/hospital/98688990-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5374536
2,安庆市望江县大北门街,"
        望江县人民医院
      ",0,https://www.guahao.com/hospital/98696d0f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-7171314
3,合肥市肥西县上派镇中街6号,"
        肥西县人民医院
      ",0,https://www.guahao.com/hospital/98699160-c720-11e1-913c-5cf9dd2e7135000,二级医院,0551-8830558
4,安徽省桐城市合安路270号、红星路118号,"
        安徽省桐城市中医医院
      ",0,https://www.guahao.com/hospital/986b30a3-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-6203631
5,安徽省安庆市宿松县孚玉镇宿松路49号,"
        宿松县中医院
      ",0,https://www.guahao.com/hospital/986b45dc-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-7815335
6,怀远禹王路中段,"
        怀远县中医院
      ",0,https://www.guahao.com/hospital/986b5de7-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0552-8011087
7,安庆市经四路6号,"
        安庆市宜城医院
      ",0,https://www.guahao.com/hospital/9a739256-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5374644
8,安徽省蚌埠市固镇县谷阳路,"
        固镇县人民医院
      ",0,https://www.guahao.com/hospital/9a8b928f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0552-6015807
9,潜山县西街路85号,"
        潜山县中医院
      ",0,https://www.guahao.com/hospital/9a8bc63f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-8921071
0,安徽省安庆市迎江区双井街150号,"
        海军第一一六医院
      ",0,https://www.guahao.com/hospital/9a9f5cf6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0556-5593211
1,庐阳工业园区荣凤苑小区28栋,"
        林店街道社区服务中心
      ",0,https://www.guahao.com/hospital/9df28c96-6b4f-4303-946d-e3ff27925056000,二级医院,230041
2,安庆市宿松县孚玉镇人民路139号,"
        宿松县人民医院
      ",0,https://www.guahao.com/hospital/a609ca24-d950-49e7-8cb0-f277c20064ec000,二级甲等,0556-7821997
3,亳州路205号,"
        亳州路街道社区服务中心
      ",0,https://www.guahao.com/hospital/ac4b28e6-39ea-4635-97c8-f8ecc6fcae33000,二级医院,055162171181
4,义井路与合瓦路交叉口西南150米,"
        双岗街道社区服务中午
      ",0,https://www.guahao.com/hospital/b3968e6e-7130-4cd4-9972-849f7c76cfda000,二级医院,055165536657
5,梅城镇梅苑路244号,"
        潜山县医院
      ",0,https://www.guahao.com/hospital/baa0a4d7-294e-4deb-b205-8ddd03443834000,二级甲等,0556-8921956
6,陵阳东路,"
        南陵县中医院
      ",0,https://www.guahao.com/hospital/2ebdece6-906e-4728-87e9-3741c95a648d000,二级乙等,0553-6823909
7,泰康路东侧,"
        中煤矿建总医院
      ",0,https://www.guahao.com/hospital/ca98d5c8-c2af-422f-8687-721f68158eec000,二级甲等,0557-3326955
8,花园东路69号,"
        广德县人民医院
      ",0,https://www.guahao.com/hospital/d4c979e0-a6a3-464e-834b-44c0ba6f9206000,二级甲等,0563-6022743
9,明光街道人民路83号,"
        明光市第二人民医院
      ",0,https://www.guahao.com/hospital/dfceba67-fc4f-49d0-9d8a-224dbc673014000,二级甲等,(0550)8250001
0,太平湖路1299号,"
        铜陵市中医医院
      ",0,https://www.guahao.com/hospital/e9df48f6-f641-4017-b93b-caae42ece1b8000,二级甲等,0562-2898071
1,南岳西路19号,"
        霍山县计划生育妇幼保健总站
      ",0,https://www.guahao.com/hospital/ea4e5549-b096-4c74-bbd2-7102c05b5734000,二级甲等,(0564)5020708
2,贾庄,"
        全椒县人民医院
      ",0,https://www.guahao.com/hospital/f19bff63-a460-44be-98c2-59dfdc078b7e000,二级甲等,0550-5012394
3,东流路与合作化南路交叉口,"
        安徽省心脑血管医院
      ",0,https://www.guahao.com/hospital/f7cb5d7f-9f79-47df-ba8b-da6d6d22b7cf000,一级甲等,0551-2284005
4,亭子山路99号,"
        郎溪县中医院
      ",0,https://www.guahao.com/hospital/f8c70cb0-ff64-4d55-b3b3-b6520d17749b000,二级甲等,0563—7021099
5,利辛县淝河大道西文州大道南,"
        利辛县人民医院
      ",0,https://www.guahao.com/hospital/faf9b5d5-f074-42e3-aa63-89ef6012104f000,二级甲等,0558-8812117
6,城关溪河路20号,"
        濉溪县医院
      ",0,https://www.guahao.com/hospital/fd4b6579-809f-4777-8901-f6d414d63575000,二级甲等,0561-6077514
7,解放中路230号,"
        灵璧县人民医院
      ",0,https://www.guahao.com/hospital/1a6d7dcb-7a18-4430-8c16-7d2a0006ab67000,二级甲等,0557-6022290
8,安徽省泾县泾川镇桃园潭东路,"
        泾县医院
      ",0,https://www.guahao.com/hospital/1bb15686-c3b8-46b3-a2b3-97a739434991000,二级甲等,0563-5036303
9,玉宁街19号,"
        休宁县人民医院
      ",0,https://www.guahao.com/hospital/1e03aa1c-bef9-4119-a1b4-7f4d73a7159c000,二级甲等,0559-7512345
0,龙山路202号,"
        明光市人民医院
      ",0,https://www.guahao.com/hospital/2847e5ac-2b06-43aa-bab7-2fa843ffac72000,二级甲等,0550-8158999
1,五岳路78号,"
        霍邱县第一人民医院
      ",0,https://www.guahao.com/hospital/2c7e4b7c-b8cf-4a8c-9784-4aef4d4a7a84000,二级甲等,0564-6032702
2,中山后路38,"
        宣城市中医院
      ",0,https://www.guahao.com/hospital/2de496eb-dd00-4b01-92ab-f30c8a43cdfc000,二级甲等,0563-3025569
3,黄山学院对面,"
        黄山市解放军532医院
      ",0,https://www.guahao.com/hospital/364166eb-60c8-4742-9b49-6c212afe7b6b000,二级甲等,0559-2836700
4,歙县,"
        歙县人民医院
      ",0,https://www.guahao.com/hospital/45799382-eb18-4040-85ea-500b41c7df5d000,二级甲等,(0559)6535261
5,桃溪东路,"
        舒城县人民医院
      ",0,https://www.guahao.com/hospital/47fb31bc-21ad-4d3e-a210-49df2f64850c000,二级甲等,0564-8088068
6,宁国市城西路57号,"
        宁国市中医院
      ",0,https://www.guahao.com/hospital/6de38f93-8ec9-4743-a58d-e19ec2ab5e14000,二级甲等,0563-4011980
7,安徽省阜阳市临泉县鲖阳路109号,"
        临泉县人民医院
      ",0,https://www.guahao.com/hospital/72eaed32-00d1-4967-8db2-ac5519b217ee000,二级甲等,0558-6403799
8,环城东路124号,"
        亳州市华佗中医院
      ",0,https://www.guahao.com/hospital/804e6bb9-da43-46cc-99ec-ce5bb07ea26e000,二级甲等,0558-5522161
9,新河路45号,"
        金寨县人民医院
      ",0,https://www.guahao.com/hospital/899e8808-6dec-48d9-912f-caecb30581f0000,二级甲等,13956120388
0,河滨东路146号,"
        阜阳市肿瘤医院
      ",0,https://www.guahao.com/hospital/8c08bac3-e7d4-463c-92db-82bbc56e5521000,二级甲等,0558-2261111
1,六安市皋城路90号,"
        六安市第四人民医院
      ",0,https://www.guahao.com/hospital/98686ee7-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0564-3212582
2,宣城市府山路1号,"
        宣城中心医院
      ",0,https://www.guahao.com/hospital/986887f1-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0563-2829700
3,滁州市双拥西路121号,"
        滁州市第二人民医院
      ",0,https://www.guahao.com/hospital/98688a20-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0550-3118023
4,六安市六佛路73号,"
        六安市第二人民医院
      ",0,https://www.guahao.com/hospital/9868a365-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0564-3309569
5,安徽省祁门县中心南路16号,"
        祁门县人民医院
      ",0,https://www.guahao.com/hospital/98691def-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0559-4512310
6,和县南大街212号,"
        和县人民医院
      ",0,https://www.guahao.com/hospital/98697b05-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-65312453
7,巢湖市人民路319号,"
        巢湖市第二人民医院
      ",0,https://www.guahao.com/hospital/9869e47b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-82185907
8,安徽省阜阳市颍泉区颖州北路156号,"
        阜阳市第五人民医院
      ",0,https://www.guahao.com/hospital/986a14b6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0558-2264825
9,阜阳市临泉路450号,"
        阜阳市第二人民医院
      ",0,https://www.guahao.com/hospital/986a1eea-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0558-2563930
0,安徽省庐江县庐城镇文明中路32号,"
        庐江县人民医院
      ",0,https://www.guahao.com/hospital/986a282f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0551-87322310
1,安徽省来安县健康路25号,"
        来安县人民医院
      ",0,https://www.guahao.com/hospital/986a5bcf-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0550-5612001
2,颍上县交通东路111号,"
        颍上县人民医院
      ",0,https://www.guahao.com/hospital/986a5f9e-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0558-4430423
3,安徽省阜阳市人民西路鼓楼广场北侧,"
        阜阳市第六人民医院
      ",0,https://www.guahao.com/hospital/9a7393fd-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0558-2252211
4,黄山市黄山区太平西路19号,"
        黄山市黄山区人民医院
      ",0,https://www.guahao.com/hospital/9a8bbad6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0559-8532572
5,安徽省宿州市西昌北路,"
        宿州市中医院
      ",0,https://www.guahao.com/hospital/9a8bd48d-c720-11e1-913c-5cf9dd2e7135000,二级甲等,0557-3023683
