,address,name,order,page_link,rank,tel
8,上海市浦东新区高桥大同路358号,"
        上海市第七人民医院
      ",6746,https://www.guahao.com/hospital/12635601-8d9e-44e4-becd-1076d04c5795000,三级甲等,021-58670561
9,上海市浦东新区康新公路4358号,"
        上海国际医学中心
      ",5617,https://www.guahao.com/hospital/6994072d-6444-4eca-a6ea-cd8909f8119a000,三级甲等,021-60236000
0,上海市浦东新浦建路160号,"
        上海仁济医院东院
      ",59.6万,https://www.guahao.com/hospital/5f97d681-0528-40ac-8e43-a4db5cac6c7f000,三级甲等,021-58752345
1,上海市杨浦区长海路168号,"
        上海长海医院
      ",63.2万,https://www.guahao.com/hospital/8f113a19-eee7-47b8-9517-2ad069a2f57a000,三级甲等,021-31166666
2,上海市黄浦区山东中路145号,"
        上海仁济医院西院
      ",31.3万,https://www.guahao.com/hospital/a315e171-061f-420a-8e17-557ea0cbbae5000,三级甲等,021-58752345
3,上海市黄浦区瞿溪路500号,"
        上海交通大学医学院附属第九人民医院
      ",146.1万,https://www.guahao.com/hospital/0ba4a4af-6a09-47ef-8bc6-6ecd1a7d3bb4000,三级甲等,021-23271699
4,上海市徐汇区宜山路600号,"
        上海第六人民医院
      ",65.6万,https://www.guahao.com/hospital/b20f1915-66d5-46d9-b539-0d742b0eedd6000,三级甲等,021-64369181
5,上海市杨浦区控江路1665号,"
        上海交通大学医学院附属新华医院
      ",79.5万,https://www.guahao.com/hospital/4bb95ed1-b830-4e32-a692-89bca3a32d2f000,三级甲等,021-25078999
6,上海市徐汇区汾阳路83号,"
        上海复旦大学附属眼耳鼻喉科医院
      ",208.9万,https://www.guahao.com/hospital/125361059609302000,三级甲等,021-64377134
7,上海市闵行区万源路399号,"
        复旦大学附属儿科医院
      ",127.6万,https://www.guahao.com/hospital/b757d737-494d-4aa9-a7b4-15d5c6ff5c18000,三级甲等,021-64931990
8,上海市静安区延安西路221号,"
        复旦大学附属华东医院特需诊疗部
      ",3494,https://www.guahao.com/hospital/3eded5c6-e446-4c3d-8068-650df181abba000,三级甲等,021-62483180
9,上海市兰溪路164号,"
        上海市普陀区中心医院
      ",1.1万,https://www.guahao.com/hospital/986c5f83-c720-11e1-913c-5cf9dd2e7135000,三级乙等,021-22233222
0,上海市黄浦区大林路358号,"
        复旦大学附属妇产科医院黄浦院区
      ",167.7万,https://www.guahao.com/hospital/125336131920301000,三级甲等,021-33189900
1,上海市杨浦区沈阳路128号,"
        复旦大学附属妇产科医院杨浦院区
      ",126.2万,https://www.guahao.com/hospital/126811834070259000,三级甲等,021-33189900
2,上海市瑞金二路156号,"
        上海市中医文献馆中医门诊部
      ",1.1万,https://www.guahao.com/hospital/050C994FAE019340E0500A0AC8645D53000,三级医院,021-64371481
3,上海市徐汇区宛平南路600号,"
        上海市精神卫生中心
      ",3.3万,https://www.guahao.com/hospital/8296304b-5550-4c20-a434-97e82e19b45e000,三级甲等,021-64387250
4,上海市闸北区芷江中路274号,"
        上海中医药大学附属市中医医院
      ",41.4万,https://www.guahao.com/hospital/ef30a81d-f12a-43de-8876-48e9292474f5000,三级甲等,021-62588203
5,衡山路910号,"
        上海国际和平妇幼保健院
      ",36.2万,https://www.guahao.com/hospital/1203ec66-52a5-446f-bd16-f4a187a10527000,三级甲等,021-64070434
6,上海市崇明县城桥镇南门路25号,"
        上海交通大学医学院附属新华医院崇明分院
      ",2270,https://www.guahao.com/hospital/902df64d-b0d3-4a88-a229-eb015c5c0f41000,三级乙等,021-69692702
7,上海市嘉定区希望路999号,"
        上海交通大学医学院附属瑞金医院北院
      ",22.6万,https://www.guahao.com/hospital/103f8180-abfd-4488-b5c7-dd7ad39e97a6000,三级甲等,021-67888999
8,惠南镇拱为路2800号,"
        上海市浦东医院
      ",2.7万,https://www.guahao.com/hospital/b9206453-8a02-42ac-bd95-f7421128a032000,二级甲等,021-68036053
9,上海市浦东新区红枫路525号,"
        复旦大学附属华山医院东院
      ",21.5万,https://www.guahao.com/hospital/fb60b555-d22d-4229-b79c-ce9e96c82863000,三级甲等,021-38719999
0,上海市杨浦区长海路225号,"
        东方肝胆外科医院杨浦院区
      ",5.6万,https://www.guahao.com/hospital/128796908419696000,三级甲等,021-65564166
1,上海市闵行区莘松路170号,"
        复旦大学附属闵行医院
      ",1.4万,https://www.guahao.com/hospital/986c5b78-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-64923400
2,上海市西康路259号(新闸路口),"
        静安区中心医院
      ",1.3万,https://www.guahao.com/hospital/986c5ed4-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-61578000
3,上海市徐汇区漕宝路8号,"
        上海第八人民医院
      ",1.2万,https://www.guahao.com/hospital/b0075dcd-39c2-4385-8c2e-f01d2e5fbe5e000,二级甲等,021-34284588
4,上海市长宁区武夷路200号,"
        上海市皮肤病医院武夷路院区
      ",8.2万,https://www.guahao.com/hospital/d05c3dbe-3447-4a40-8381-badde169cd03000,三级甲等,021-61833000
5,上海市周浦镇周园路1500号(近周祝公路),"
        上海市浦东新区周浦医院
      ",9555,https://www.guahao.com/hospital/0282eb23-2890-4a4a-94ff-76050e960b2e000,二级甲等,021-68135590
6,上海市松江区新松江路650号,"
        上海交通大学附属第一人民医院松江南院
      ",7.4万,https://www.guahao.com/hospital/2a311048-6064-4962-a232-8cba2d83765d000,三级甲等,021-63240090
7,上海市静安区长乐路536号,"
        上海市第一妇婴保健院西院
      ",7.3万,https://www.guahao.com/hospital/4cc41223-6cd6-410f-9e3f-14e4918d3bbb000,三级甲等,021-54035206
8,上海市宝山区陆翔路108号,"
        复旦大学附属华山医院北院
      ",4.0万,https://www.guahao.com/hospital/DD5E1CC4E11B1016E0400A0AC8642080000,三级甲等,021-66895999
9,上海市闵行区浦江镇江月路2000号,"
        上海仁济医院南院
      ",2.8万,https://www.guahao.com/hospital/8294552e-1521-45e9-bac0-5de1a5de6f39000,三级甲等,021-58752345
