,address,name,order,page_link,rank,tel
8,上海市浦东新区高桥大同路358号,"
        上海市第七人民医院
      ",6746,https://www.guahao.com/hospital/12635601-8d9e-44e4-becd-1076d04c5795000,三级甲等,021-58670561
9,上海市浦东新区康新公路4358号,"
        上海国际医学中心
      ",5617,https://www.guahao.com/hospital/6994072d-6444-4eca-a6ea-cd8909f8119a000,三级甲等,021-60236000
0,上海市浦东新浦建路160号,"
        上海仁济医院东院
      ",59.6万,https://www.guahao.com/hospital/5f97d681-0528-40ac-8e43-a4db5cac6c7f000,三级甲等,021-58752345
1,上海市杨浦区长海路168号,"
        上海长海医院
      ",63.2万,https://www.guahao.com/hospital/8f113a19-eee7-47b8-9517-2ad069a2f57a000,三级甲等,021-31166666
2,上海市黄浦区山东中路145号,"
        上海仁济医院西院
      ",31.3万,https://www.guahao.com/hospital/a315e171-061f-420a-8e17-557ea0cbbae5000,三级甲等,021-58752345
3,上海市黄浦区瞿溪路500号,"
        上海交通大学医学院附属第九人民医院
      ",146.1万,https://www.guahao.com/hospital/0ba4a4af-6a09-47ef-8bc6-6ecd1a7d3bb4000,三级甲等,021-23271699
4,上海市徐汇区宜山路600号,"
        上海第六人民医院
      ",65.6万,https://www.guahao.com/hospital/b20f1915-66d5-46d9-b539-0d742b0eedd6000,三级甲等,021-64369181
5,上海市杨浦区控江路1665号,"
        上海交通大学医学院附属新华医院
      ",79.5万,https://www.guahao.com/hospital/4bb95ed1-b830-4e32-a692-89bca3a32d2f000,三级甲等,021-25078999
6,上海市徐汇区汾阳路83号,"
        上海复旦大学附属眼耳鼻喉科医院
      ",208.9万,https://www.guahao.com/hospital/125361059609302000,三级甲等,021-64377134
7,上海市闵行区万源路399号,"
        复旦大学附属儿科医院
      ",127.6万,https://www.guahao.com/hospital/b757d737-494d-4aa9-a7b4-15d5c6ff5c18000,三级甲等,021-64931990
8,上海市静安区延安西路221号,"
        复旦大学附属华东医院特需诊疗部
      ",3494,https://www.guahao.com/hospital/3eded5c6-e446-4c3d-8068-650df181abba000,三级甲等,021-62483180
9,上海市兰溪路164号,"
        上海市普陀区中心医院
      ",1.1万,https://www.guahao.com/hospital/986c5f83-c720-11e1-913c-5cf9dd2e7135000,三级乙等,021-22233222
0,上海市黄浦区大林路358号,"
        复旦大学附属妇产科医院黄浦院区
      ",167.7万,https://www.guahao.com/hospital/125336131920301000,三级甲等,021-33189900
1,上海市杨浦区沈阳路128号,"
        复旦大学附属妇产科医院杨浦院区
      ",126.2万,https://www.guahao.com/hospital/126811834070259000,三级甲等,021-33189900
2,上海市瑞金二路156号,"
        上海市中医文献馆中医门诊部
      ",1.1万,https://www.guahao.com/hospital/050C994FAE019340E0500A0AC8645D53000,三级医院,021-64371481
3,上海市徐汇区宛平南路600号,"
        上海市精神卫生中心
      ",3.3万,https://www.guahao.com/hospital/8296304b-5550-4c20-a434-97e82e19b45e000,三级甲等,021-64387250
4,上海市闸北区芷江中路274号,"
        上海中医药大学附属市中医医院
      ",41.4万,https://www.guahao.com/hospital/ef30a81d-f12a-43de-8876-48e9292474f5000,三级甲等,021-62588203
5,衡山路910号,"
        上海国际和平妇幼保健院
      ",36.2万,https://www.guahao.com/hospital/1203ec66-52a5-446f-bd16-f4a187a10527000,三级甲等,021-64070434
6,上海市崇明县城桥镇南门路25号,"
        上海交通大学医学院附属新华医院崇明分院
      ",2270,https://www.guahao.com/hospital/902df64d-b0d3-4a88-a229-eb015c5c0f41000,三级乙等,021-69692702
7,上海市嘉定区希望路999号,"
        上海交通大学医学院附属瑞金医院北院
      ",22.6万,https://www.guahao.com/hospital/103f8180-abfd-4488-b5c7-dd7ad39e97a6000,三级甲等,021-67888999
8,惠南镇拱为路2800号,"
        上海市浦东医院
      ",2.7万,https://www.guahao.com/hospital/b9206453-8a02-42ac-bd95-f7421128a032000,二级甲等,021-68036053
9,上海市浦东新区红枫路525号,"
        复旦大学附属华山医院东院
      ",21.5万,https://www.guahao.com/hospital/fb60b555-d22d-4229-b79c-ce9e96c82863000,三级甲等,021-38719999
0,上海市杨浦区长海路225号,"
        东方肝胆外科医院杨浦院区
      ",5.6万,https://www.guahao.com/hospital/128796908419696000,三级甲等,021-65564166
1,上海市闵行区莘松路170号,"
        复旦大学附属闵行医院
      ",1.4万,https://www.guahao.com/hospital/986c5b78-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-64923400
2,上海市西康路259号(新闸路口),"
        静安区中心医院
      ",1.3万,https://www.guahao.com/hospital/986c5ed4-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-61578000
3,上海市徐汇区漕宝路8号,"
        上海第八人民医院
      ",1.2万,https://www.guahao.com/hospital/b0075dcd-39c2-4385-8c2e-f01d2e5fbe5e000,二级甲等,021-34284588
4,上海市长宁区武夷路200号,"
        上海市皮肤病医院武夷路院区
      ",8.2万,https://www.guahao.com/hospital/d05c3dbe-3447-4a40-8381-badde169cd03000,三级甲等,021-61833000
5,上海市周浦镇周园路1500号(近周祝公路),"
        上海市浦东新区周浦医院
      ",9555,https://www.guahao.com/hospital/0282eb23-2890-4a4a-94ff-76050e960b2e000,二级甲等,021-68135590
6,上海市松江区新松江路650号,"
        上海交通大学附属第一人民医院松江南院
      ",7.4万,https://www.guahao.com/hospital/2a311048-6064-4962-a232-8cba2d83765d000,三级甲等,021-63240090
7,上海市静安区长乐路536号,"
        上海市第一妇婴保健院西院
      ",7.3万,https://www.guahao.com/hospital/4cc41223-6cd6-410f-9e3f-14e4918d3bbb000,三级甲等,021-54035206
8,上海市宝山区陆翔路108号,"
        复旦大学附属华山医院北院
      ",4.0万,https://www.guahao.com/hospital/DD5E1CC4E11B1016E0400A0AC8642080000,三级甲等,021-66895999
9,上海市闵行区浦江镇江月路2000号,"
        上海仁济医院南院
      ",2.8万,https://www.guahao.com/hospital/8294552e-1521-45e9-bac0-5de1a5de6f39000,三级甲等,021-58752345
0,上海市闵行区顾戴路805号,"
        闵行妇幼保健院
      ",3143,https://www.guahao.com/hospital/16bf6c3d-f5a4-49bf-ba42-d961b831f8e3000,二级甲等,021-54934001
1,上海市闸北区保德路1278号,"
        上海市皮肤病医院保德路院区
      ",1.9万,https://www.guahao.com/hospital/140289995097803000,三级甲等,021-61833000
2,上海市浦东新区高科西路2699号,"
        上海市第一妇婴保健院东院
      ",1.9万,https://www.guahao.com/hospital/8642f1ed-8ea7-4c09-8c70-d0720b9e1085000,三级甲等,021-20261000
3,上海长宁区仙霞路1111号,"
        上海交通大学医学院附属同仁医院
      ",2145,https://www.guahao.com/hospital/FF0153A8EF3A2010E0430F01A8C07495000,二级甲等,021-52039999
4,上海市闸北区延长中路399号,"
        同济大学附属口腔医院
      ",8706,https://www.guahao.com/hospital/5ff89d5d-5f01-4945-b687-fa47662fd5aa000,三级甲等,021-66315500
5,上海市黄浦区瞿溪路500号,"
        第九人民医院整复外科特需部
      ",6553,https://www.guahao.com/hospital/0553f8e2-0846-4874-b9f8-93ed09b4fc1c000,三级甲等,021-23271699
6,上海市黄浦区北京东路356号,"
        上海市口腔病防治院
      ",5807,https://www.guahao.com/hospital/2b0d6644-f927-489e-84c3-bfbea0b74f45000,三级甲等,021-63509092
7,上海市虹口区同心路921号（近水电路）,"
        上海市公共卫生临床中心市区分部
      ",3117,https://www.guahao.com/hospital/5d72eae7-2baf-4597-a807-37302f4464ca000,三级甲等,021-37990333
8,上海市徐汇区复兴中路1258号,"
        上海市口腔病防治院分院
      ",2206,https://www.guahao.com/hospital/c0b18885-5416-4c4a-a4d6-9fc4e6933ba8000,三级甲等,021-63509092
9,上海市金山区漕廊公路2901号,"
        上海市公共卫生临床中心金山总部
      ",631,https://www.guahao.com/hospital/70167259-006f-43b0-ae7c-b93703fa77e7000,三级甲等,021-37990333
0,上海市闵行区剑川路155号,"
        上海市闵行区吴泾医院
      ",1.1万,https://www.guahao.com/hospital/131951542818325000,二级乙等,021-64500999
1,上海市虹口区场中路22号,"
        上海市虹口区江湾医院
      ",2700,https://www.guahao.com/hospital/897232f5-0be4-4914-9f9b-40b2641fb2d8000,二级甲等,021-65422593
2,淮海中路966号,"
        上海市徐汇区中心医院
      ",2873,https://www.guahao.com/hospital/986c420b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-31270810
3,上海市徐汇区宛平南路725号,"
        龙华医院夏季膏方
      ",29,https://www.guahao.com/hospital/ec2a3380-d849-4bc8-bdf8-2871cdc1f308000,三级甲等,021-64385700
4,甘河路110号,"
        上海岳阳医院敷贴门诊
      ",23,https://www.guahao.com/hospital/2dace3ba-ac80-42cd-b956-040120b09d14000,三级甲等,021-65161782
5,上海市长乐路666号,"
        上海邮电医院
      ",1254,https://www.guahao.com/hospital/582d4265-0891-472e-ad66-2d59546709fc000,二级甲等,021-54047060
6,上海市金山区龙航路1508号,"
        复旦大学附属金山医院
      ",4.8万,https://www.guahao.com/hospital/125361033310901000,三级乙等,021-34189990
7,上海市闵行区瑞丽路128号,"
        复旦大学附属上海市第五人民医院
      ",1.7万,https://www.guahao.com/hospital/e0d5ca31-c45d-4e45-a5a7-82dea9327aeb000,三级乙等,021-64308151
8,耀华路389号,"
        复旦大学附属眼耳鼻喉科浦东分院
      ",1.9万,https://www.guahao.com/hospital/03a2eaed-8569-4ced-92c9-5abf46f7a3be000,三级甲等,021-58835588
9,上海市普陀区真南路528号(同济大学沪西校区)，1...,"
        同济大学附属天佑医院
      ",1.3万,https://www.guahao.com/hospital/79b78a15-1873-4eca-8263-45a9e00d9d74000,二级甲等,021-66699900
0,上海市闵行区合川路3071号,"
        上海市闵行区中医医院
      ",3781,https://www.guahao.com/hospital/986acb11-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-51173562
1,上海市青浦区青安路95号,"
        上海市青浦区中医医院
      ",774,https://www.guahao.com/hospital/17eb6854-1770-4a8d-8107-8f7d2d100c16000,二级甲等,021-59733892
2,上海市闵行区瑞丽路106号,"
        复旦大学附属肿瘤医院闵行分院
      ",580,https://www.guahao.com/hospital/8b9ecbce-844f-46f8-86df-d89e9a2da070000,二级甲等,021-64629290
3,上海市老沪闵路901号,"
        上海市大华医院
      ",2786,https://www.guahao.com/hospital/fa3134ba-a02c-4035-8103-34f8b119c643000,二级乙等,021-64535555
4,上海市吴中路829号,"
        闵行区牙病防治所
      ",1526,https://www.guahao.com/hospital/42744c3e-77fb-476a-bf4a-cf9f2c2fa2b8000,二级乙等,021-31127172
5,闵行区七宝镇新镇路1151号1幢、2幢,"
        上海中医药大学众益达中医门诊部
      ",183,https://www.guahao.com/hospital/67a85484-b12c-4283-9e4a-a432b447d25b000,二级甲等,021-52210793
6,上海市徐汇区淮海中路1174号,"
        上海交通大学医学院附属瑞金医院远洋分院
      ",187,https://www.guahao.com/hospital/83f0ea9f-e0ef-43ff-8bb7-b26704c1eee2000,二级乙等,021-64717398
7,上海市闵行区浦江镇闸航路2500号,"
        闵行精神卫生中心
      ",80,https://www.guahao.com/hospital/a49fcd3e-5477-4d73-9e76-7281d9dbd2bb000,二级乙等,021-54840696
8,青浦区朱家角镇石家浜东路99号,"
        上海市青浦区朱家角人民医院 
      ",71,https://www.guahao.com/hospital/7023ff5a-7f5e-4ae0-b2ef-680cb85f0e6d000,二级乙等,021-59232003
9,上海市徐汇区天平路40号,"
        上海文艺医院
      ",20,https://www.guahao.com/hospital/4e8bbd56-bd0f-4f04-8306-124970fee77b000,二级乙等,021-62821999
0,上海市黄浦区瞿溪路1100号,"
        上海市瑞金康复医院
      ",12,https://www.guahao.com/hospital/0e46238f-86c9-4937-b01b-2960924bb049000,二级乙等,021-63037638
1,七宝镇新镇路1151号1幢、2幢,"
        上海中医药大学众益达中医门诊部膏方
      ",0,https://www.guahao.com/hospital/bd7ff863-80ff-40b7-aa5a-b500c4357a49000,二级甲等,021-52210793
2,上海市松江区光星路2209号,"
        上海市养志康复医院
      ",39,https://www.guahao.com/hospital/99fb832e-36d8-45c9-9b56-637ccbc59c2d000,二级医院,021-37730011
3,上海市闵行区华漕镇纪翟路保乐路2号,"
        闵行区华漕社区卫生服务中心
      ",97,https://www.guahao.com/hospital/8f44516f-9997-4c63-8248-a8cf9c257fcd000,一级甲等,021-62211540
4,上海市闵行区永德路790号,"
        闵行区吴泾社区卫生服务中心
      ",51,https://www.guahao.com/hospital/ba16a247-f78f-4a11-bac4-c52ab5fe0c05000,一级甲等,021-54600177
5,上海市闵行区虹桥镇吴中路829号,"
        闵行区虹桥社区卫生服务中心
      ",30,https://www.guahao.com/hospital/c5966119-dae9-491d-9e08-6ad8d309cba4000,一级甲等,021-64060017
6,上海市闵行区景彩路100号,"
        闵行区梅陇社区卫生服务中心
      ",24,https://www.guahao.com/hospital/c5966119-dae9-491d-9e08-6ad8d309cba7000,一级甲等,021-54287048
7,甘河路110号,"
        岳阳医院总院膏方
      ",1822,https://www.guahao.com/hospital/da46e527-1c01-45a8-91b7-4dd1bb04841b000,三级甲等,021-65161782
8,上海市浦东新区康新公路4365号,"
        上海市质子重离子医院
      ",5067,https://www.guahao.com/hospital/be7fff6a-94f5-421d-96e3-6750100ef97b000,其他,021-38296666
9,申滨路618号,"
        闵行区新虹社区卫生服务中心
      ",8,https://www.guahao.com/hospital/862c2774-a65b-4279-a3e7-487a073ca92c000,一级甲等,021-54339992
0,上海市浦东新区南汇新城环湖西三路222号,"
        上海第六人民医院东院（临港）
      ",613,https://www.guahao.com/hospital/c077a899-41f2-43f6-b9e4-c9abf310288d000,三级甲等,021-38297000
1,灵山路845,"
        上海仁济医院北院
      ",0,https://www.guahao.com/hospital/faeb9733-cfa5-42bf-8678-f915728d991c000,三级甲等,021-20284500
2,上海市浦东新区耀华路395号,"
        上海市第一妇婴保健院南院
      ",0,https://www.guahao.com/hospital/43660e76-3442-4dd8-aba3-265baf9004d3000,三级甲等,021-54035206
3,川周公路4128号,"
        上海国龙医院
      ",0,https://www.guahao.com/hospital/64e54b61-17a2-4714-a4ab-0caf3aa75482000,三级甲等,"021-60125252,021-38770590"
4,上海市宝山区友谊路181号,"
        上海市宝山区中西医结合医院
      ",0,https://www.guahao.com/hospital/98675479-c720-11e1-913c-5cf9dd2e7135000,三级甲等,021-56601100
5,南昌路218号,"
        上海市气功研究所医疗门诊部
      ",0,https://www.guahao.com/hospital/9a97f4e4-c720-11e1-913c-5cf9dd2e7135000,三级乙等,021-63875180
6,上海市杨浦区杭州路349号,"
        上海市第一康复医院
      ",0,https://www.guahao.com/hospital/5df20920-2eb0-40fb-82c5-db6fe4a7da5f000,三级医院,021-65432021
7,上海市杨浦区滕越路450号,"
        杨浦区中心医院
      ",0,https://www.guahao.com/hospital/986736f2-c720-11e1-913c-5cf9dd2e7135000,三级医院,021-65690520
8,上海市奉贤区南奉公路6600号,"
        上海市奉贤区中心医院
      ",0,https://www.guahao.com/hospital/9867e51a-c720-11e1-913c-5cf9dd2e7135000,三级医院,021-57420702
9,上海市新华路540号,"
        光华中西医结合医院
      ",0,https://www.guahao.com/hospital/98684172-c720-11e1-913c-5cf9dd2e7135000,三级医院,021-62805833
0,宛平南路650号,"
        上海市针灸经络研究所门诊部
      ",0,https://www.guahao.com/hospital/986a3989-c720-11e1-913c-5cf9dd2e7135000,三级医院,021-64684215
1,上海市愚园路786号,"
        上海交通大学医学院附属同仁医院东院
      ",0,https://www.guahao.com/hospital/FEC007C4EB9C1EF0E040A8C00F012C86000,二级甲等,021-62524259
2,枫泾镇白牛路219号,"
        金山区中西医院结合医院
      ",0,https://www.guahao.com/hospital/ccb5a0ed-31d9-4523-a1ef-6eb0a54177d9000,二级甲等,021-57351423
3,四川北路1878号,"
        上海市第一人民医院分院
      ",0,https://www.guahao.com/hospital/e4aeca64-8ac6-4df9-b46c-8c9cb6af58da000,二级甲等,021-56663031
4,上海市吴淞同泰北路101号,"
        上海交通大学附属第一人民医院宝山分院
      ",0,https://www.guahao.com/hospital/f9d7a5de-15c4-4e10-885e-a0843b118383000,二级甲等,021-56162417
5,惠南镇东门大街339号,"
        浦东新区光明中医院
      ",0,https://www.guahao.com/hospital/0c74533b-5a5a-40b9-8ea0-8965540e9be4000,二级甲等,021-68019069
6,肇嘉浜路685号,"
        上海市徐汇区牙病防治所
      ",0,https://www.guahao.com/hospital/2436956c-bd37-4451-a437-aa9a2ff17fb7000,二级甲等,021-31135284
7,上海宝山区月浦春雷路456号,"
        上海中冶职工医院
      ",0,https://www.guahao.com/hospital/4d70b1f3-bf37-44f4-a6a6-6cd44602c49d000,二级甲等,021-56647585
8,亭林镇寺平北路80号,"
        上海市金山区亭林医院
      ",0,https://www.guahao.com/hospital/7872998f-bc58-4165-88f3-d8300576d1c0000,二级甲等,021-57233515
9,保德路545号,"
        上海市闸北区市北医院
      ",0,https://www.guahao.com/hospital/7c310882-93de-4e62-8d86-e2a2e7ba2765000,二级甲等,021-56912208
0,上海市黄浦区四川中路109号,"
        上海市黄浦区中心医院
      ",0,https://www.guahao.com/hospital/986733da-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-63212487
1,上海市黄浦区重庆南路149号,"
        卢湾区中心医院
      ",0,https://www.guahao.com/hospital/986735e6-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-63864050
2,松江区中山中路746号,"
        上海市松江区中心医院
      ",0,https://www.guahao.com/hospital/986753f3-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-67720001
3,上海市南汇区惠南镇拱为路2008号,"
        南汇区中心医院
      ",0,https://www.guahao.com/hospital/986754fe-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-58022995
4,上海市金山区朱泾镇健康路147号,"
        金山区中心医院
      ",0,https://www.guahao.com/hospital/98675611-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-57317312
5,上海市嘉定区城北路1号,"
        嘉定区中心医院
      ",0,https://www.guahao.com/hospital/9867569d-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-69987008
6,上海市闸北区中华新路619号,"
        闸北区中心医院
      ",0,https://www.guahao.com/hospital/986757b7-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-56628584
7,上海市黄浦区多稼路1号,"
        上海市第二人民医院
      ",0,https://www.guahao.com/hospital/9867d50f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-33760126
8,上海市武夷路773号,"
        上海长宁区妇幼保健院
      ",0,https://www.guahao.com/hospital/9867d76f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-62288686
9,上海市嘉定区博乐路222号,"
        上海嘉定中医医院
      ",0,https://www.guahao.com/hospital/9867e49d-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-39921068
0,上海市嘉定区嘉定镇北大街128号,"
        嘉定区妇幼保健院
      ",0,https://www.guahao.com/hospital/9867e696-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-67070000
1,上海市杨浦区市光路999号,"
        上海市东医院
      ",0,https://www.guahao.com/hospital/9867e74e-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-65882999
2,上海市普陀区江宁路1291号,"
        上海普陀区人民医院
      ",0,https://www.guahao.com/hospital/9867f2c0-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-32274550
3,普陀区长寿路170号,"
        上海普陀区妇婴保健院
      ",0,https://www.guahao.com/hospital/9867f3eb-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-62994352
4,上海市奉贤区南桥镇江海路338号,"
        上海市奉贤区中医院
      ",0,https://www.guahao.com/hospital/986989f9-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-57420861
5,上海市青浦区公园东路1158号,"
        复旦大学附属中山医院青浦分院
      ",0,https://www.guahao.com/hospital/98698b47-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-69719190
6,上海市浦东南路2400号,"
        上海市浦东新区浦南医院
      ",0,https://www.guahao.com/hospital/9869e52a-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-58892700
7,上海浦东新区苗圃路219号,"
        上海浦东新区公利医院
      ",0,https://www.guahao.com/hospital/986acc55-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-58858730
8,上海市香山路28号,"
        上海市香山中医医院
      ",0,https://www.guahao.com/hospital/986b134f-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-53061730
9,中山北一路666号,"
        上海建工医院
      ",0,https://www.guahao.com/hospital/986b2aa8-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-65313009
0,上海市同心路159号,"
        上海市虹口区精神卫生中心
      ",0,https://www.guahao.com/hospital/986b2b39-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-56662531
1,上海长宁区娄山关路868号,"
        上海市长宁区天山中医医院
      ",0,https://www.guahao.com/hospital/986b6ead-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-62418056
2,上海市松江区西林北路1010号,"
        上海市松江区妇幼保健院
      ",0,https://www.guahao.com/hospital/9a734b3b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-37791266
3,上海市金山区金枫公路625弄93号,"
        上海市金山区疾病防治控制中心
      ",0,https://www.guahao.com/hospital/9a796c95-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-57320161
4,上海市金山区金山大道3528号,"
        上海市金山区精神卫生中心
      ",0,https://www.guahao.com/hospital/9a796d52-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-57930999
5,上海市南汇区惠南镇东门大街339号,"
        上海市南汇区光明中医院
      ",0,https://www.guahao.com/hospital/9a797c34-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-68019069
6,上海市静安区康定路995号,"
        上海市静安区红十字老年医院
      ",0,https://www.guahao.com/hospital/9a89a4b2-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-62319988
7,上海市虹口区东长治路505号,"
        上海市海员医院
      ",0,https://www.guahao.com/hospital/9a89a6dc-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-65414600
8,上海市长宁区延安西路937号,"
        上海电力医院
      ",0,https://www.guahao.com/hospital/9a89bb27-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-62512188
9,上海市黄浦区铁道路135号,"
        上海市黄浦区传染病医院
      ",0,https://www.guahao.com/hospital/9a9784dc-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-63168211
0,上海市黄家路163号,"
        上海市黄浦区中西医结合医院
      ",0,https://www.guahao.com/hospital/9a980d9c-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-63774871
1,上海市杨浦区延吉东路200号,"
        上海市杨浦区安图医院
      ",0,https://www.guahao.com/hospital/9a98728b-c720-11e1-913c-5cf9dd2e7135000,二级甲等,021-55829845
